"506,2018,213,1,-6.649,-.016,16.67,13.19"
"506,2018,213,2,-6.776,0,16.62,13.19"
"506,2018,213,3,-6.745,0,16.64,13.19"
"506,2018,213,4,-6.683,0,16.66,13.19"
"506,2018,213,5,-6.417,0,16.67,13.19"
"506,2018,213,6,-6.359,0,16.66,13.19"
"506,2018,213,7,-6.502,.006,16.66,13.19"
"506,2018,213,8,-6.814,0,16.62,13.19"
"506,2018,213,9,-7.07,0,16.62,13.19"
"506,2018,213,10,-7.07,0,16.59,13.19"
"506,2018,213,11,-7.31,0,16.56,13.2"
"506,2018,213,12,-7.4,0,16.51,13.19"
"506,2018,213,13,-7.57,0,16.43,13.19"
"506,2018,213,14,-7.71,0,16.46,13.19"
"506,2018,213,15,-7.34,0,16.49,13.19"
"506,2018,213,16,-6.984,0,16.5,13.19"
"506,2018,213,17,-6.768,0,16.53,13.19"
"506,2018,213,18,-6.537,0,16.54,13.19"
"506,2018,213,19,-6.313,.048,16.56,13.19"
"506,2018,213,20,-6.216,.003,16.5,13.19"
"506,2018,213,21,-6.402,0,16.45,13.19"
"506,2018,213,22,-6.44,0,16.41,13.19"
"506,2018,213,23,-6.355,0,16.45,13.19"
"506,2018,213,24,-6.297,0,16.43,13.2"
"506,2018,213,25,-6.247,0,16.42,13.2"
"506,2018,213,26,-6.421,-.116,16.3,13.19"
"506,2018,213,27,-6.703,0,16.27,13.2"
"506,2018,213,28,-6.591,-.006,16.3,13.2"
"506,2018,213,29,-6.34,0,16.35,13.19"
"506,2018,213,30,-6.297,0,16.35,13.2"
"506,2018,213,31,-6.413,0,16.35,13.2"
"506,2018,213,32,-6.336,0,16.35,13.21"
"506,2018,213,33,-6.251,0,16.34,13.2"
"506,2018,213,34,-6.324,0,16.3,13.19"
"506,2018,213,35,-6.544,0,16.28,13.2"
"506,2018,213,36,-6.714,-.006,16.25,13.2"
"506,2018,213,37,-6.602,.077,16.3,13.2"
"506,2018,213,38,-6.398,.094,16.33,13.2"
"506,2018,213,39,-6.49,0,16.22,13.2"
"506,2018,213,40,-6.552,0,16.18,13.2"
"506,2018,213,41,-6.448,0,16.13,13.2"
"506,2018,213,42,-6.317,0,16.11,13.2"
"506,2018,213,43,-6.301,0,16.13,13.2"
"506,2018,213,44,-6.105,.016,16.19,13.21"
"506,2018,213,45,-6.031,.084,16.21,13.21"
"506,2018,213,46,-5.892,.268,16.27,13.2"
"506,2018,213,47,-5.638,.355,16.34,13.2"
"506,2018,213,48,-5.491,.526,16.38,13.2"
"506,2018,213,49,-5.537,.474,16.29,13.2"
"506,2018,213,50,-5.997,.152,16.15,13.2"
"506,2018,213,51,-6.413,.187,16.14,13.21"
"506,2018,213,52,-6.645,.11,16.11,13.2"
"506,2018,213,53,-6.205,.352,16.15,13.21"
"506,2018,213,54,-6.248,.226,16.12,13.2"
"506,2018,213,55,-6.224,.31,16.15,13.21"
"506,2018,213,56,-5.877,.519,16.17,13.2"
"506,2018,213,57,-5.48,.561,16.21,13.21"
"506,2018,213,58,-4.986,.716,16.29,13.2"
"506,2018,213,59,-4.646,.774,16.35,13.21"
"506,2018,213,100,-4.391,.742,16.38,13.2"
"506,2018,213,101,-4.526,.7,16.39,13.2"
"506,2018,213,102,-4.538,.764,16.39,13.2"
"506,2018,213,103,-4.812,.442,16.33,13.21"
"506,2018,213,104,-5.051,.294,16.29,13.21"
"506,2018,213,105,-5.024,.329,16.3,13.2"
"506,2018,213,106,-4.912,.416,16.29,13.2"
"506,2018,213,107,-4.885,.226,16.23,13.2"
"506,2018,213,108,-4.959,.171,16.19,13.2"
"506,2018,213,109,-4.87,.103,16.19,13.21"
"506,2018,213,110,-4.874,.177,16.2,13.2"
"506,2018,213,111,-4.897,.319,16.22,13.2"
"506,2018,213,112,-4.986,.155,16.21,13.2"
"506,2018,213,113,-5.175,.003,16.22,13.2"
"506,2018,213,114,-5.414,0,16.2,13.2"
"506,2018,213,115,-5.279,.213,16.26,13.2"
"506,2018,213,116,-4.947,.223,16.31,13.2"
"506,2018,213,117,-4.7,.368,16.36,13.2"
"506,2018,213,118,-4.557,.374,16.38,13.2"
"506,2018,213,119,-4.746,.19,16.37,13.2"
"506,2018,213,120,-4.746,.413,16.39,13.2"
